the	/ðə/
ritzy	/ˈrɪtsi/
moaning	/ˈmoʊnɪŋ/
annunciation	/əˌnʌnsiˈeɪʃən/
temporally	/ˈtɛmpərəli/
purified	/ˈpjʊrəˌfaɪd/
neglectful	/nɪˈɡlɛktfəl/
self-criticism	/ˌsɛlfˈkrɪtɪˌsɪzəm/
lycopene	/ˈlaɪkəˌpiːn/
flotsam	/ˈflɑtsəm/
tibial	/ˈtɪbiəl/
three-foot	/ˈθriːˈfʊt/
bluegill	/ˈbluːˌɡɪl/
retaining	/rɪˈteɪnɪŋ/
billowing	/ˈbɪloʊɪŋ/
orwellian	/ɔrˈwɛliən/
contravene	/ˌkɑntrəˈviːn/
propound	/prəˈpaʊnd/
sidelong	/ˈsaɪdˌlɔŋ/
tardy	/ˈtɑrdi/
longshoreman	/ˈlɔŋˌʃɔrmən/
matrimonial	/ˌmætrɪˈmoʊniəl/
americanist	/əˈmɛrɪkənɪst/
bellicose	/ˈbɛlɪˌkoʊs/
clumsiness	/ˈklʌmzinəs/
sacrilege	/ˈsækrəlɪdʒ/
arbitrariness	/ˌɑrbɪˈtrɛrɪnəs/
smallness	/ˈsmɔlnəs/
dockside	/ˈdɑkˌsaɪd/
swarthy	/ˈswɔrθi/
idealization	/ˌaɪˌdiːələˈzeɪʃən/
spreader	/ˈsprɛdər/
endearment	/ɪnˈdɪrmənt/
unanswerable	/ˌʌnˈænsərəbəl/
excommunicate	/ˌɛkskəˈmjuːnɪˌkeɪt/
inveterate	/ɪnˈvɛtərɪt/
winsome	/ˈwɪnsəm/
noncommissioned	/ˌnɑnkəˈmɪʃənd/
supplicant	/ˈsʌplɪkənt/
ground-floor	/ˈɡraʊndˈflɔr/
ford	/fɔrd/
haddock	/ˈhædək/
refraction	/rɪˈfrækʃən/
amygdala	/əˈmɪɡdələ/
remuneration	/rɪˌmjuːnəˈreɪʃən/
demonstrative	/dɪˈmɑnstrətɪv/
colorfully	/ˈkʌlərfəli/
overactive	/ˌoʊvərˈæktɪv/
post-election	/ˈpoʊstɪˈlɛkʃən/
immaturity	/ˌɪməˈtʊrəti/
retry	/ˌriːˈtraɪ/
well-armed	/ˌwɛlˈɑrmd/
neuroticism	/nʊˈrɑtɪˌsɪzəm/
three-minute	/ˈθriːˈmɪnɪt/
epidermis	/ˌɛpɪˈdɜrmɪs/
midshipman	/ˈmɪdˌʃɪpmən/
locking	/ˈlɑkɪŋ/
fidgety	/ˈfɪdʒɪti/
howler	/ˈhaʊlər/
dewy	/ˈduːi/
full-on	/ˈfʊlˈɑn/
lout	/laʊt/
undermining	/ˌʌndərˈmaɪnɪŋ/
three-step	/ˈθriːˈstɛp/
obliteration	/əˌblɪtəˈreɪʃən/
jet-black	/ˈdʒɛtˈblæk/
heterosexuality	/ˌhɛtərəˌsɛkʃuˈælɪti/
orthogonal	/ɔrˈθɑɡənəl/
knickknacks	/ˈnɪkˌnæks/
thence	/ðɛns/
sponsoring	/ˈspɑnsərɪŋ/
macaw	/məˈkɔ/
shifty	/ˈʃɪfti/
capacitor	/kəˈpæsɪtər/
willowy	/ˈwɪloʊi/
floe	/floʊ/
wingtip	/ˈwɪŋˌtɪp/
crucified	/ˈkruːsəˌfaɪd/
syntactic	/sɪnˈtæktɪk/
deservedly	/dɪˈzɜrvɪdli/
redshirt	/ˈrɛdˌʃɜrt/
self-promotion	/ˌsɛlfprəˈmoʊʃən/
eight-foot	/ˈeɪtˈfʊt/
hacking	/ˈhækɪŋ/
marauding	/məˈrɔdɪŋ/
croc	/krɑk/
meat-packing	/ˈmiːtˌpækɪŋ/
insulator	/ˈɪnsəˌleɪtər/
mailer	/ˈmeɪlər/
sourly	/ˈsaʊrli/
nuptials	/ˈnʌpʃəlz/
insignificance	/ˌɪnsɪɡˈnɪfɪkəns/
aqueous	/ˈeɪkwiəs/
oceanfront	/ˈoʊʃənˌfrʌnt/
quesadilla	/ˌkeɪsəˈdiːjə/
phased	/feɪzd/
metastasize	/məˈtæstəˌsaɪz/
chromosomal	/ˌkroʊməˈsoʊməl/
granary	/ˈɡrænəri/
freakish	/ˈfriːkɪʃ/
comely	/ˈkʌmli/
vegetarianism	/ˌvɛdʒɪˈtɛriənɪzəm/
neurologic	/ˌnʊrəˈlɑːdʒɪk/
gyroscope	/ˈdʒaɪrəˌskoʊp/
extra-large	/ˌɛkstrəˈlɑːrdʒ/
all-around	/ˌɔl əˈraʊnd/
unfashionable	/ˌʌnˈfæʃənəbəl/
outmaneuver	/ˌaʊtməˈnuːvər/
feigned	/feɪnd/
mousetrap	/ˈmaʊsˌtræp/
overripe	/ˌoʊvərˈraɪp/
lockstep	/ˈlɑːkˌstɛp/
unionist	/ˈjuːniənɪst/
auteur	/oʊˈtɜːr/
caraway	/ˈkærəˌweɪ/
peaceable	/ˈpiːsəbəl/
dowdy	/ˈdaʊdi/
homocysteine	/ˌhoʊmoʊˈsɪstiːn/
uncoordinated	/ˌʌnkɔˈɔrdɪˌneɪtɪd/
maddeningly	/ˈmædnɪŋli/
unbounded	/ʌnˈbaʊndɪd/
communitarian	/kəˌmjuːnɪˈtɛriən/
school-aged	/ˈskuːlˌeɪdʒd/
spaceflight	/ˈspeɪsˌflaɪt/
miller	/ˈmɪlər/
dented	/ˈdɛntɪd/
understudy	/ˈʌndərˌstʌdi/
watered-down	/ˌwɔtərdˈdaʊn/
judgeship	/ˈdʒʌdʒˌʃɪp/
gender-based	/ˈdʒɛndərˌbeɪst/
short-run	/ˈʃɔːrtˈrʌn/
conferee	/ˌkɑːnfəˈriː/
epithelial	/ˌɛpɪˈθiːliəl/
torte	/tɔːrt/
expressiveness	/ɪkˈsprɛsɪvnəs/
slovak	/ˈsloʊvæk/
immunodeficiency	/ˌɪmjunoʊdɪˈfɪʃənsi/
inheritor	/ɪnˈhɛrɪtər/
vanquish	/ˈvæŋkwɪʃ/
ground-level	/ˈɡraʊndˌlɛvəl/
crystallized	/ˈkrɪstəˌlaɪzd/
half-full	/ˌhæfˈfʊl/
washroom	/ˈwɑːʃˌruːm/
distributional	/ˌdɪstrɪˈbjuːʃənəl/
one-eighth	/ˌwʌnˈeɪtθ/
symptomatology	/ˌsɪmptəməˈtɑːlədʒi/
poinsettia	/ˌpɔɪnˈsɛtiə/
wildcat	/ˈwaɪldˌkæt/
skin-tight	/ˈskɪnˌtaɪt/
understory	/ˈʌndərˌstɔːri/
guffaw	/ɡʌˈfɔː/
cutaway	/ˈkʌtəˌweɪ/
prissy	/ˈprɪsi/
woodworker	/ˈwʊdˌwɜːrkər/
self-indulgence	/ˌsɛlfɪnˈdʌldʒəns/
sawed-off	/ˈsɔːdˌɔf/
unfilled	/ˌʌnˈfɪld/
hummus	/ˈhʊməs/
sire	/saɪr/
sleaze	/sliːz/
expeditiously	/ˌɛkspɪˈdɪʃəsli/
single-payer	/ˈsɪŋɡəlˌpeɪər/
caesarean	/sɪˈzɛriən/
thrice	/θraɪs/
loggerhead	/ˈlɔːɡərˌhɛd/
consecrated	/ˈkɑːnsɪˌkreɪtɪd/
inlay	/ˈɪnˌleɪ/
level-headed	/ˌlɛvəlˈhɛdɪd/
drowsiness	/ˈdraʊzinəs/
cookie-cutter	/ˈkʊkiˌkʌtər/
dishonorable	/dɪˈsɑːnərəbəl/
full-grown	/ˌfʊlˈɡroʊn/
meow	/miˈaʊ/
tousle	/ˈtaʊzəl/
toner	/ˈtoʊnər/
washboard	/ˈwɑːʃˌbɔːrd/
blocky	/ˈblɑːki/
unheard-of	/ˌʌnˈhɜːrdˌʌv/
clear-cutting	/ˌklɪrˈkʌtɪŋ/
three-legged	/ˌθriːˈlɛɡɪd/
vibrating	/ˈvaɪˌbreɪtɪŋ/
mediated	/ˈmiːdiˌeɪtɪd/
castilian	/kæˈstɪliən/
stockade	/stɑːˈkeɪd/
abstention	/æbˈstɛnʃən/
dog-eared	/ˈdɔːɡˌɪrd/
curio	/ˈkjʊrioʊ/
pro-abortion	/ˌproʊəˈbɔːrʃən/
national-security	/ˌnæʃənəl sɪˈkjʊrɪti/
welded	/ˈwɛldɪd/
lifer	/ˈlaɪfər/
sombrero	/sɑːmˈbrɛroʊ/
quinoa	/ˈkiːnwɑː/
nauseating	/ˈnɔːziˌeɪtɪŋ/
reappraisal	/ˌriːəˈpreɪzəl/
mockingly	/ˈmɑːkɪŋli/
dispossession	/ˌdɪspəˈzɛʃən/
positivism	/ˈpɑːzɪtɪˌvɪzəm/
broadening	/ˈbrɔːdnɪŋ/
bologna	/bəˈloʊni/
prearranged	/ˌpriːəˈreɪndʒd/
admiralty	/ˈædmərəlti/
toxicologist	/ˌtɑːksɪˈkɑːlədʒɪst/
natal	/ˈneɪtəl/
sacredness	/ˈseɪkrɪdnəs/
ragtag	/ˈræɡˌtæɡ/
referential	/ˌrɛfəˈrɛnʃəl/
bombed	/bɑːmd/
tardiness	/ˈtɑːrdinəs/
searchable	/ˈsɜːrtʃəbəl/
omnipotent	/ɑːmˈnɪpətənt/
definable	/dɪˈfaɪnəbəl/
muskrat	/ˈmʌskˌræt/
rearrangement	/ˌriːəˈreɪndʒmənt/
conscientiously	/ˌkɑːnʃiˈɛnʃəsli/
traumatized	/ˈtrɔːməˌtaɪzd/
midfield	/ˈmɪdˌfiːld/
horoscope	/ˈhɔːrəˌskoʊp/
amicably	/ˈæmɪkəbli/
ejaculation	/ɪˌdʒækjuˈleɪʃən/
suddenness	/ˈsʌdnəs/
neoplasm	/ˈniːəˌplæzəm/
tailspin	/ˈteɪlˌspɪn/
unprovoked	/ˌʌnprəˈvoʊkt/
misstatement	/ˌmɪsˈsteɪtmənt/
accented	/ˈæksɛntɪd/
jamming	/ˈdʒæmɪŋ/
shaven	/ˈʃeɪvən/
jovian	/ˈdʒoʊviən/
fructose	/ˈfrʌktoʊs/
eco-friendly	/ˌiːkoʊˈfrɛndli/
sedimentation	/ˌsɛdɪmɛnˈteɪʃən/
stepping-stone	/ˈstɛpɪŋˌstoʊn/
market-driven	/ˈmɑːrkɪtˌdrɪvən/
dandruff	/ˈdændrʌf/
nitric	/ˈnaɪtrɪk/
seventy-one	/ˌsɛvəntiˈwʌn/
fulcrum	/ˈfʊlkrəm/
spittle	/ˈspɪtəl/
gray-green	/ˌɡreɪˈɡriːn/
hermetically	/ˌhɜːrˈmɛtɪkli/
insomniac	/ɪnˈsɑːmniˌæk/
frivolity	/frɪˈvɑːləti/
igloo	/ˈɪɡluː/
immaculately	/ɪˈmækjələtli/
custom-built	/ˈkʌstəmˌbɪlt/
riverine	/ˈrɪvəˌriːn/
acrobatics	/ˌækrəˈbætɪks/
phosphorous	/ˈfɑːsfərəs/
minutely	/maɪˈnuːtli/
churning	/ˈtʃɜːrnɪŋ/
water-based	/ˈwɔtərˌbeɪst/
bright-eyed	/ˈbraɪtˌaɪd/
desultory	/ˈdɛsəlˌtɔːri/
wading	/ˈweɪdɪŋ/
self-deception	/ˌsɛlfˌdɪˈsɛpʃən/
universalism	/ˌjuːnɪˈvɜːrsəlɪzəm/
insipid	/ɪnˈsɪpɪd/
government-funded	/ˈɡʌvərnməntˌfʌndɪd/
maudlin	/ˈmɔːdlɪn/
brasserie	/ˈbræsəri/
monorail	/ˈmɑːnəˌreɪl/
primrose	/ˈprɪmˌroʊz/
long-dead	/ˌlɔːŋˈdɛd/
pitiless	/ˈpɪtɪləs/
sedition	/sɪˈdɪʃən/
greco-roman	/ˌɡrɛkoʊˈroʊmən/
wattage	/ˈwɑːtɪdʒ/
blurb	/blɜːrb/
answerable	/ˈænsərəbəl/
novelistic	/ˌnɑːvəˈlɪstɪk/
crosswalk	/ˈkrɔːsˌwɔːk/
mixed-race	/ˌmɪkstˈreɪs/
nous	/naʊs/
deuterium	/duːˈtɪriəm/
intoxicated	/ɪnˈtɑːksɪˌkeɪtɪd/
constricted	/kənˈstrɪktɪd/
self-addressed	/ˌsɛlfəˈdrɛst/
indemnity	/ɪnˈdɛmnɪti/
buckwheat	/ˈbʌkˌwiːt/
tau	/taʊ/
fashionably	/ˈfæʃənəbli/
carload	/ˈkɑːrˌloʊd/
hallucinatory	/həˈluːsɪnəˌtɔːri/
decaf	/ˈdiːˌkæf/
anti-catholic	/ˌæntiˈkæθəlɪk/
steadiness	/ˈstɛdinəs/
ovulation	/ˌɑːvjəˈleɪʃən/
boatload	/ˈboʊtˌloʊd/
melancholic	/ˌmɛlənˈkɑːlɪk/
tinkle	/ˈtɪŋkəl/
pre-industrial	/ˌpriːɪnˈdʌstriəl/
phoenix	/ˈfiːnɪks/
latecomer	/ˈleɪtˌkʌmər/
gender-specific	/ˈdʒɛndər spəˈsɪfɪk/
laggard	/ˈlæɡərd/
topmost	/ˈtɑːpˌmoʊst/
modulus	/ˈmɑːdʒələs/
trespasser	/ˈtrɛsˌpæsər/
barbed-wire	/ˌbɑːrbdˈwaɪər/
revitalized	/ˌriːˈvaɪtəˌlaɪzd/
windscreen	/ˈwɪndˌskriːn/
dork	/dɔːrk/
coated	/ˈkoʊtɪd/
recapitulate	/ˌriːkəˈpɪtʃəˌleɪt/
swahili	/swɑːˈhiːli/
whorehouse	/ˈhɔːrˌhaʊs/
ovenproof	/ˈʌvənˌpruːf/
gunfight	/ˈɡʌnˌfaɪt/
easing	/ˈiːzɪŋ/
engraver	/ɪnˈɡreɪvər/
hairstylist	/ˈhɛrˌstaɪlɪst/
electrified	/ɪˈlɛktrəˌfaɪd/
apropos	/ˌæprəˈpoʊ/
wood-paneled	/ˈwʊdˌpænəld/
coffeemaker	/ˈkɔːfiˌmeɪkər/
blowing	/ˈbloʊɪŋ/
downy	/ˈdaʊni/
pre-revolutionary	/ˌpriːˌrɛvəˈluːʃənɛri/
excitable	/ɪkˈsaɪtəbəl/
well-preserved	/ˌwɛlprɪˈzɜːrvd/
tulle	/tuːl/
popper	/ˈpɑːpər/
saboteur	/ˌsæbəˈtɜːr/
nurturance	/ˈnɜːrtʃərəns/
fibre	/ˈfaɪbər/
clematis	/ˈklɛmətɪs/
aftercare	/ˈæftərˌkɛr/
full-bodied	/ˌfʊlˈbɑːdid/
ionized	/ˈaɪəˌnaɪzd/
unfasten	/ˌʌnˈfæsən/
chintz	/tʃɪnts/
far-right	/ˌfɑːrˈraɪt/
mezzanine	/ˈmɛzəˌniːn/
sleepiness	/ˈsliːpinəs/
minder	/ˈmaɪndər/
globalize	/ˈɡloʊbəˌlaɪz/
autonomously	/ɔːˈtɑːnəməsli/
tenaciously	/təˈneɪʃəsli/
extractive	/ɪkˈstræktɪv/
endocrinologist	/ˌɛndoʊkrɪˈnɑːlədʒɪst/
frolic	/ˈfrɑːlɪk/
vamp	/væmp/
neatness	/ˈniːtnəs/
field-goal	/ˈfiːldˌɡoʊl/
arranger	/əˈreɪndʒər/
undergrad	/ˈʌndərˌɡræd/
unheralded	/ˌʌnˈhɛrəldɪd/
quaver	/ˈkweɪvər/
homeward	/ˈhoʊmwərd/
lorry	/ˈlɔːri/
pilfer	/ˈpɪlfər/
womanizer	/ˈwʊməˌnaɪzər/
hand-carved	/ˌhændˈkɑːrvd/
blinders	/ˈblaɪndərz/
beneficent	/bəˈnɛfɪsənt/
sufficiency	/səˈfɪʃənsi/
pileup	/ˈpaɪlˌʌp/
reinterpret	/ˌriːɪnˈtɜːrprɪt/
cotta	/ˈkɑːtə/
comparability	/ˌkɑːmpərəˈbɪləti/
sinhalese	/ˌsɪnəˈliːz/
blighted	/ˈblaɪtɪd/
doorframe	/ˈdɔːrˌfreɪm/
lamely	/ˈleɪmli/
ex-	/ɛks/
tableware	/ˈteɪbəlˌwɛr/
well-planned	/ˌwɛlˈplænd/
tensile	/ˈtɛnsəl/
sidewall	/ˈsaɪdˌwɔːl/
northerly	/ˈnɔːrðərli/
athletically	/ˌæθˈlɛtɪkli/
adopter	/əˈdɑːptər/
tonsillectomy	/ˌtɑːnsəˈlɛktəmi/
unimaginative	/ˌʌnɪˈmædʒənətɪv/
unimpressive	/ˌʌnɪmˈprɛsɪv/
gaucho	/ˈɡaʊtʃoʊ/
reintegrate	/ˌriːˈɪntɪˌɡreɪt/
lackey	/ˈlæki/
inimitable	/ɪˈnɪmɪtəbəl/
orca	/ˈɔːrkə/
testable	/ˈtɛstəbəl/
heartthrob	/ˈhɑːrtˌθrɑːb/
mod	/mɑːd/
terrifically	/təˈrɪfɪkli/
transposition	/ˌtrænspəˈzɪʃən/
hammering	/ˈhæmərɪŋ/
fifteenth-century	/ˌfɪfˈtiːnθ ˈsɛntʃəri/
carjacking	/ˈkɑːrˌdʒækɪŋ/
impoundment	/ɪmˈpaʊndmənt/
contemptible	/kənˈtɛmptəbəl/
credibly	/ˈkrɛdəbli/
rotund	/roʊˈtʌnd/
metronome	/ˈmɛtrəˌnoʊm/
ethylene	/ˈɛθəˌliːn/
inaccurately	/ɪnˈækjərətli/
impish	/ˈɪmpɪʃ/
individuation	/ˌɪndɪˌvɪdʒuˈeɪʃən/
ecliptic	/ɪˈklɪptɪk/
freeze-dried	/ˈfriːzˌdraɪd/
money-losing	/ˈmʌniˌluːzɪŋ/
lam	/læm/
monoclonal	/ˌmɑːnəˈkloʊnəl/
burglarize	/ˈbɜːrɡləˌraɪz/
eighty-eight	/ˌeɪtiˈeɪt/
returned	/rɪˈtɜːrnd/
hipbelt	/ˈhɪpˌbɛlt/
rumored	/ˈruːmərd/
transpersonal	/ˌtrænsˈpɜːrsənəl/
epochal	/ˈɛpəkəl/
nonrenewable	/ˌnɑːnrɪˈnuːəbəl/
remorseful	/rɪˈmɔːrsfəl/
cheapen	/ˈtʃiːpən/
distractedly	/dɪˈstræktɪdli/
whitefish	/ˈwaɪtˌfɪʃ/
upper-level	/ˌʌpərˈlɛvəl/
lioness	/ˈlaɪənəs/
masterfully	/ˈmæstərfəli/
whacked	/wækt/
tarantula	/təˈræntʃələ/
brouhaha	/ˈbruːhɑːhɑː/
trifling	/ˈtraɪflɪŋ/
condensate	/ˈkɑːndənˌseɪt/
secured	/sɪˈkjʊrd/
profiler	/ˈproʊˌfaɪlər/
tactfully	/ˈtæktfəli/
tied	/taɪd/
oceanographer	/ˌoʊʃəˈnɑːɡrəfər/
pitifully	/ˈpɪtɪfəli/
cretaceous	/krɪˈteɪʃəs/
translated	/trænsˈleɪtɪd/
gun-control	/ˈɡʌn kənˌtroʊl/
bombastic	/bɑːmˈbæstɪk/
self-improvement	/ˌsɛlfɪmˈpruːvmənt/
antichrist	/ˈæntiˌkraɪst/
logbook	/ˈlɔːɡˌbʊk/
tinsel	/ˈtɪnsəl/
victimized	/ˈvɪktɪˌmaɪzd/
low-dose	/ˌloʊˈdoʊs/
cushioned	/ˈkʊʃənd/
slamming	/ˈslæmɪŋ/
afghan	/ˈæfˌɡæn/
homebuyer	/ˈhoʊmˌbaɪər/
drive-through	/ˈdraɪvˌθruː/
unthinking	/ʌnˈθɪŋkɪŋ/
unlatch	/ˌʌnˈlætʃ/
chock-full	/ˌtʃɑːkˈfʊl/
reorientation	/ˌriːˌɔːriɛnˈteɪʃən/
blue-ribbon	/ˌbluːˈrɪbən/
delicatessen	/ˌdɛlɪkəˈtɛsən/
banging	/ˈbæŋɪŋ/
copter	/ˈkɑːptər/
well-suited	/ˌwɛlˈsuːtɪd/
ibis	/ˈaɪbɪs/
three-fifths	/ˌθriːˈfɪfθs/
preppy	/ˈprɛpi/
insubordination	/ˌɪnsəˌbɔːrdɪˈneɪʃən/
kneeling	/ˈniːlɪŋ/
inescapably	/ˌɪnɪˈskeɪpəbli/
glute	/ɡluːt/
revocation	/ˌrɛvəˈkeɪʃən/
driller	/ˈdrɪlər/
rhizome	/ˈraɪˌzoʊm/
plagiarize	/ˈpleɪdʒəˌraɪz/
spammer	/ˈspæmər/
celt	/sɛlt/
refinish	/ˌriːˈfɪnɪʃ/
treehouse	/ˈtriːˌhaʊs/
reify	/ˈriːɪˌfaɪ/
sunblock	/ˈsʌnˌblɑːk/
fitter	/ˈfɪtər/
two-point	/ˌtuːˈpɔɪnt/
ethnocentric	/ˌɛθnoʊˈsɛntrɪk/
self-discovery	/ˌsɛlfˌdɪˈskʌvəri/
manna	/ˈmænə/
self-supporting	/ˌsɛlf səˈpɔːrtɪŋ/
jubilee	/ˈdʒuːbəˌliː/
unmediated	/ˌʌnˈmiːdiˌeɪtɪd/
downloadable	/ˌdaʊnˈloʊdəbəl/
truncate	/ˈtrʌŋˌkeɪt/
self-understanding	/ˌsɛlfˌʌndərˈstændɪŋ/
in-group	/ˈɪnˌɡruːp/
innately	/ɪˈneɪtli/
ordinal	/ˈɔːrdənəl/
reworking	/ˌriːˈwɜːrkɪŋ/
wire-rimmed	/ˈwaɪərˌrɪmd/
crankbait	/ˈkræŋkˌbeɪt/
yang	/jæŋ/
two-tiered	/ˌtuːˈtɪrd/
farsighted	/ˈfɑːrˌsaɪtɪd/
secondarily	/ˌsɛkənˈdɛrəli/
fishnet	/ˈfɪʃˌnɛt/
unremitting	/ˌʌnrɪˈmɪtɪŋ/
worthiness	/ˈwɜːrðinəs/
macrophage	/ˈmækrəˌfeɪdʒ/
hunky	/ˈhʌŋki/
streambed	/ˈstriːmˌbɛd/
runners-up	/ˌrʌnərzˈʌp/
rubbing	/ˈrʌbɪŋ/
booked	/bʊkt/
botox	/ˈboʊtɑːks/
maxillary	/ˈmæksəˌlɛri/
bitty	/ˈbɪti/
five-game	/ˌfaɪvˈɡeɪm/
chad	/tʃæd/
anti-missile	/ˌæntiˈmɪsəl/
crystal-clear	/ˌkrɪstəlˈklɪr/
naturalness	/ˈnætʃərələnəs/
obligingly	/əˈblaɪdʒɪŋli/
huckster	/ˈhʌkstər/
abstractly	/ˈæbˌstræktli/
seismologist	/saɪzˈmɑːlədʒɪst/
two-pronged	/ˌtuːˈprɔːŋd/
sappy	/ˈsæpi/
all-natural	/ˌɔːlˈnætʃərəl/
pancetta	/pænˈtʃɛtə/
cathode	/ˈkæθoʊd/
ridged	/rɪdʒd/
converging	/kənˈvɜːrdʒɪŋ/
paraplegic	/ˌpærəˈpliːdʒɪk/
mudslide	/ˈmʌdˌslaɪd/
snooty	/ˈsnuːti/
wizened	/ˈwɪzənd/
unpredictably	/ˌʌnprɪˈdɪktəbli/
scanty	/ˈskænti/
well-mannered	/ˌwɛlˈmænərd/
self-restraint	/ˌsɛlfrɪˈstreɪnt/
seething	/ˈsiːðɪŋ/
tempestuous	/tɛmˈpɛstʃuəs/
ayatollah	/ˌaɪəˈtoʊlə/
reshuffle	/ˌriːˈʃʌfəl/
patterning	/ˈpætərnɪŋ/
jaundice	/ˈdʒɔːndɪs/
urbanism	/ˈɜːrbənɪzəm/
aftertaste	/ˈæftərˌteɪst/
water-soluble	/ˈwɔtərˌsɑːljəbəl/
cartographer	/kɑːrˈtɑːɡrəfər/
simple-minded	/ˌsɪmpəlˈmaɪndɪd/
clear-eyed	/ˌklɪrˈaɪd/
haiku	/ˈhaɪkuː/
downswing	/ˈdaʊnˌswɪŋ/
manliness	/ˈmænlɪnəs/
finial	/ˈfɪniəl/
excretion	/ɪkˈskriːʃən/
non-resident	/ˌnɑːnˈrɛzɪdənt/
rock-bottom	/ˌrɑːkˈbɑːtəm/
pinprick	/ˈpɪnˌprɪk/
musky	/ˈmʌski/
damsel	/ˈdæmzəl/
upperclassman	/ˌʌpərˈklæsmən/
incorrigible	/ɪnˈkɔːrɪdʒəbəl/
expressionist	/ɪkˈsprɛʃənɪst/
muskie	/ˈmʌski/
baby-sitting	/ˈbeɪbiˌsɪtɪŋ/
unbecoming	/ˌʌnbɪˈkʌmɪŋ/
bronchial	/ˈbrɑːŋkiəl/
tinkering	/ˈtɪŋkərɪŋ/
ramekin	/ˈræmɪkɪn/
wonk	/wɑːŋk/
crewmember	/ˈkruːˌmɛmbər/
contorted	/kənˈtɔːrtɪd/
late-term	/ˌleɪtˈtɜːrm/
jaundiced	/ˈdʒɔːndɪst/
god-awful	/ˌɡɑːdˈɔːfəl/
overwork	/ˌoʊvərˈwɜːrk/
validated	/ˈvælɪˌdeɪtɪd/
dalmatian	/dælˈmeɪʃən/
semi-structured	/ˌsɛmiˈstrʌktʃərd/
folklorist	/ˈfoʊkˌlɔːrɪst/
rudiment	/ˈruːdɪmənt/
hard-edged	/ˌhɑːrdˈɛdʒd/
turnabout	/ˈtɜːrnəˌbaʊt/
voyeuristic	/ˌvɔɪjəˈrɪstɪk/
seventh-grader	/ˈsɛvənθˌɡreɪdər/
post-apartheid	/ˌpoʊstəˈpɑːrˌtaɪt/
cartwheel	/ˈkɑːrtˌwiːl/
hijab	/hɪˈdʒɑːb/
locksmith	/ˈlɑːkˌsmɪθ/
rapturous	/ˈræptʃərəs/
great-aunt	/ˌɡreɪtˈænt/
roiling	/ˈrɔɪlɪŋ/
lumberyard	/ˈlʌmbərˌjɑːrd/
motorcyclist	/ˈmoʊtərˌsaɪklɪst/
self-governing	/ˌsɛlfˈɡʌvərnɪŋ/
mortician	/mɔːrˈtɪʃən/
lyricism	/ˈlɪrɪˌsɪzəm/
antifungal	/ˌæntiˈfʌŋɡəl/
jabber	/ˈdʒæbər/
leaven	/ˈlɛvən/
humming	/ˈhʌmɪŋ/
psychosomatic	/ˌsaɪkoʊsəˈmætɪk/
chub	/tʃʌb/
cholesterol-lowering	/kəˌlɛstəˌrɔl ˈloʊərɪŋ/
refashion	/ˌriːˈfæʃən/
marmot	/ˈmɑːrmɑːt/
co-president	/ˌkoʊ ˈprɛzɪdənt/
lube	/luːb/
blandly	/ˈblændli/
doubtfully	/ˈdaʊtfəli/
epileptic	/ˌɛpɪˈlɛptɪk/
twentysomething	/ˈtwɛntiˌsʌmθɪŋ/
open-source	/ˌoʊpən ˈsɔːrs/
downer	/ˈdaʊnər/
excavated	/ˈɛkskəˌveɪtɪd/
numbing	/ˈnʌmɪŋ/
opal	/ˈoʊpəl/
unhurt	/ʌnˈhɜːrt/
backpacking	/ˈbækˌpækɪŋ/
decoding	/diːˈkoʊdɪŋ/
quitter	/ˈkwɪtər/
shucks	/ʃʌks/
rho	/roʊ/
epistle	/ɪˈpɪsəl/
fishbowl	/ˈfɪʃˌboʊl/
half-finished	/ˌhæfˈfɪnɪʃt/
seafaring	/ˈsiːˌfɛrɪŋ/
shiner	/ˈʃaɪnər/
rusting	/ˈrʌstɪŋ/
economize	/ɪˈkɑːnəˌmaɪz/
verandah	/vəˈrændə/
doctor-patient	/ˈdɑːktər ˈpeɪʃənt/
ugandan	/juːˈɡændən/
unsanitary	/ʌnˈsænɪˌtɛri/
risque	/rɪˈskeɪ/
taro	/ˈtæroʊ/
calamitous	/kəˈlæmɪtəs/
kingfisher	/ˈkɪŋˌfɪʃər/
all-wheel	/ˈɔːlˈwiːl/
fly-fishing	/ˈflaɪˌfɪʃɪŋ/
cronyism	/ˈkroʊniˌɪzəm/
parry	/ˈpæri/
cornish	/ˈkɔːrnɪʃ/
mishmash	/ˈmɪʃˌmæʃ/
nearsighted	/ˈnɪrˌsaɪtɪd/
first-grader	/ˈfɜːrstˌɡreɪdər/
nice-looking	/ˈnaɪsˌlʊkɪŋ/
hellfire	/ˈhɛlˌfaɪər/
flu-like	/ˈfluːˌlaɪk/
lightening	/ˈlaɪtnɪŋ/
foist	/fɔɪst/
dressmaker	/ˈdrɛsˌmeɪkər/
applicator	/ˈæplɪˌkeɪtər/
demobilization	/diːˌmoʊbɪləˈzeɪʃən/
flesh-and-blood	/ˌflɛʃənˈblʌd/
knee-deep	/ˌniːˈdiːp/
scrubby	/ˈskrʌbi/
hoped-for	/ˌhoʊptˈfɔːr/
stormwater	/ˈstɔːrmˌwɔːtər/
spectroscopic	/ˌspɛktrəˈskɑːpɪk/
grooming	/ˈɡruːmɪŋ/
punching	/ˈpʌntʃɪŋ/
foreleg	/ˈfɔːrlɛɡ/
shedding	/ˈʃɛdɪŋ/
