the	["the"]
corpulent	["'cor", "pu", "lent"]
crier	["'cri", "er"]
eutrophication	["eu", "tro", "phi", "'ca", "tion"]
primo	["'pri", "mo"]
off-the-wall	["'off", "the", "'wall"]
bidirectional	["bi", "di", "'rec", "tion", "al"]
human-made	["'hu", "man", "'made"]
web-site	["'web", "site"]
coven	["'cov", "en"]
family-centered	["'fam", "i", "ly", "'cen", "tered"]
demilitarization	["de", "mil", "i", "tar", "i", "'za", "tion"]
preemptively	["pre", "'emp", "tive", "ly"]
power-hungry	["'pow", "er", "'hun", "gry"]
musher	["'mush", "er"]
department-store	["de", "'part", "ment", "'store"]
crocheted	["cro", "'che", "ted"]
bumpkin	["'bump", "kin"]
overexposure	["o", "ver", "ex", "'po", "sure"]
stepped	["stepped"]
constrictor	["con", "'stric", "tor"]
recode	["re", "'code"]
inconsistently	["in", "con", "'sis", "tent", "ly"]
genuflect	["'gen", "u", "flect"]
ghostlike	["'ghost", "like"]
sigma	["'sig", "ma"]
sockeye	["'sock", "eye"]
centurion	["cen", "'tu", "ri", "on"]
courteously	["'cour", "te", "ous", "ly"]
six-speed	["'six", "speed"]
otolaryngology	["o", "to", "lar", "yn", "'gol", "o", "gy"]
lassitude	["'las", "si", "tude"]
exhumation	["ex", "hu", "'ma", "tion"]
standing-room-only	["'stand", "ing", "'room", "'on", "ly"]
wiki	["'wi", "ki"]
right-field	["'right", "field"]
vert	["vert"]
recalculate	["re", "'cal", "cu", "late"]
viaduct	["'vi", "a", "duct"]
misspelling	["mis", "'spel", "ling"]
forthwith	["forth", "'with"]
clavicle	["'clav", "i", "cle"]
quadrangle	["'quad", "ran", "gle"]
taffy	["'taf", "fy"]
impertinent	["im", "'per", "ti", "nent"]
billowy	["'bil", "low", "y"]
impartially	["im", "'par", "tial", "ly"]
sugar-free	["'su", "gar", "'free"]
beefsteak	["'beef", "steak"]
sashimi	["sa", "'shi", "mi"]
gorgeously	["'gor", "geous", "ly"]
opposite-sex	["'op", "po", "site", "sex"]
reunify	["re", "'u", "ni", "fy"]
zen-like	["'zen", "like"]
despoil	["de", "'spoil"]
pharyngeal	["pha", "'ryn", "ge", "al"]
charitably	["'char", "i", "ta", "bly"]
unwisely	["un", "'wise", "ly"]
dander	["'dan", "der"]
sociometric	["so", "ci", "o", "'met", "ric"]
abashed	["a", "'bashed"]
buckshot	["'buck", "shot"]
unenforceable	["un", "en", "'force", "a", "ble"]
humvee	["'hum", "vee"]
deaf-blind	["'deaf", "'blind"]
waterproofing	["'wa", "ter", "proof", "ing"]
centerline	["'cen", "ter", "line"]
unapproachable	["un", "ap", "'proach", "a", "ble"]
perquisite	["'per", "qui", "site"]
biannual	["bi", "'an", "nu", "al"]
in-person	["'in", "'per", "son"]
hosiery	["'ho", "si", "er", "y"]
disease-free	["di", "'sease", "'free"]
settling	["'set", "tling"]
self-protection	["self", "pro", "'tec", "tion"]
boned	["boned"]
roadshow	["'road", "show"]
perjure	["'per", "jure"]
emotionality	["e", "mo", "tion", "'al", "i", "ty"]
stomping	["'stomp", "ing"]
sachet	["sa", "'shay"]
flapping	["'flap", "ping"]
scimitar	["'scim", "i", "tar"]
held	["held"]
audiogram	["'au", "di", "o", "gram"]
superimposed	["su", "per", "im", "'posed"]
warder	["'war", "der"]
magnifier	["'mag", "ni", "fi", "er"]
re-emphasize	["re", "'em", "pha", "size"]
rhapsodize	["'rhap", "so", "dize"]
lackadaisical	["lack", "a", "'dai", "si", "cal"]
stowaway	["'sto", "a", "way"]
aerie	["'a", "er", "ie"]
latticework	["'lat", "tice", "work"]
businessperson	["'bus", "i", "ness", "per", "son"]
java	["'ja", "va"]
nonlinearity	["non", "lin", "e", "'ar", "i", "ty"]
abrade	["a", "'brade"]
substance-abuse	["'sub", "stance", "a", "'buse"]
strictness	["'strict", "ness"]
pay-as-you-go	["'pay", "as", "you", "'go"]
disheartening	["dis", "'heart", "en", "ing"]
lisp	["lisp"]
hothead	["'hot", "head"]
copywriter	["'cop", "y", "writ", "er"]
art-historical	["'art", "his", "'tor", "i", "cal"]
abortion-rights	["a", "'bor", "tion", "'rights"]
shoo-in	["'shoo", "in"]
watchmaker	["'watch", "mak", "er"]
proscenium	["pro", "'sce", "ni", "um"]
positivity	["pos", "i", "'tiv", "i", "ty"]
compassionately	["com", "'pas", "sion", "ate", "ly"]
two-night	["'two", "night"]
gainful	["'gain", "ful"]
showerhead	["'show", "er", "head"]
catcall	["'cat", "call"]
great-looking	["'great", "'look", "ing"]
seasickness	["'sea", "sick", "ness"]
money-saving	["'mon", "ey", "'sav", "ing"]
undressed	["un", "'dressed"]
megastar	["'meg", "a", "star"]
seven-foot	["'sev", "en", "foot"]
green-eyed	["'green", "'eyed"]
intemperate	["in", "'tem", "per", "ate"]
hollyhock	["'hol", "ly", "hock"]
gelato	["je", "'la", "to"]
gerbil	["'ger", "bil"]
unswerving	["un", "'swer", "ving"]
reseed	["re", "'seed"]
jiffy	["'jif", "fy"]
wishy-washy	["'wish", "y", "'wash", "y"]
bicultural	["bi", "'cul", "tur", "al"]
stooped	["'stooped"]
vexed	["'vexed"]
infliction	["in", "'flik", "shun"]
twenty-third	["'twen", "ty", "third"]
zookeeper	["'zoo", "keep", "er"]
possessed	["po", "'sest"]
latke	["'lat", "ke"]
uneaten	["un", "'eat", "en"]
rheumatic	["ru", "'mat", "ik"]
arthurian	["ar", "'thur", "i", "an"]
around-the-clock	["a", "'round", "the", "'clock"]
looker	["'look", "er"]
defeatist	["de", "'feat", "ist"]
industrial-strength	["in", "'dus", "tri", "al", "strength"]
profiteer	["pro", "fi", "'teer"]
non-communist	["non", "'com", "mu", "nist"]
languorous	["'lan", "gwer", "us"]
prognostication	["prog", "nos", "ti", "'ka", "shun"]
cowrie	["'cow", "ri"]
jackrabbit	["'jack", "rab", "bit"]
familiarly	["fa", "mil", "'yar", "i", "ly"]
computerization	["com", "pu", "ter", "i", "'za", "shun"]
pinata	["pi", "'nya", "ta"]
lye	["'lye"]
non-social	["non", "'so", "shal"]
cur	["'cur"]
caliph	["'ka", "lif"]
out-of-body	["'out", "of", "'bod", "y"]
demigod	["'dem", "i", "god"]
jammed	["'jammed"]
alliteration	["a", "lit", "er", "'a", "shun"]
elide	["e", "'lide"]
exoneration	["ex", "on", "er", "'a", "shun"]
jive	["'jive"]
letting	["'let", "ting"]
undead	["un", "'ded"]
one-yard	["'one", "yard"]
high-security	["'high", "se", "'cu", "ri", "ty"]
right-to-life	["'right", "to", "'life"]
cholesteatoma	["co", "les", "te", "a", "'to", "ma"]
sharp-edged	["'sharp", "edged"]
bullfight	["'bull", "fight"]
slip-up	["'slip", "up"]
ethnology	["eth", "'nol", "o", "gy"]
pushcart	["'push", "cart"]
purifier	["'pu", "ri", "fi", "er"]
last-place	["'last", "place"]
ex-convict	["ex", "'con", "vict"]
micrograph	["'mi", "cro", "graf"]
faustian	["'fau", "sti", "an"]
placer	["'pla", "cer"]
unbuckle	["un", "'buck", "el"]
asphyxiate	["as", "'fix", "i", "ate"]
self-denial	["self", "de", "'ni", "al"]
contrail	["'con", "trail"]
sharpener	["'shar", "pen", "er"]
wavefunction	["'wave", "func", "shun"]
rimmed	["'rimmed"]
masochist	["'mas", "o", "chist"]
spry	["'spry"]
cone-shaped	["'cone", "shaped"]
below-market	["be", "'low", "'mar", "ket"]
beefed-up	["'beefed", "up"]
bibliographic	["bib", "li", "o", "'graf", "ic"]
contextually	["con", "'tex", "tu", "al", "ly"]
potentate	["'po", "ten", "tate"]
ancova	["an", "'co", "va"]
last-second	["'last", "'sec", "ond"]
canker	["'can", "ker"]
generated	["'jen", "er", "at", "ed"]
acetylcholine	["a", "se", "til", "'co", "leen"]
nanoparticle	["'nan", "o", "'par", "ti", "cle"]
cantata	["can", "'ta", "ta"]
homebody	["'home", "bod", "y"]
double-take	["'dou", "ble", "take"]
higher-end	["'high", "er", "end"]
tetracycline	["te", "tra", "'cy", "cline"]
unrelieved	["un", "re", "'lieved"]
snowsuit	["'snow", "suit"]
terrine	["te", "'rine"]
crime-scene	["'crime", "scene"]
decommission	["de", "com", "'mi", "shun"]
re-enactor	["re", "en", "'act", "or"]
mixed-up	["'mixed", "up"]
swill	["'swill"]
luminescence	["lu", "mi", "'nes", "cence"]
twin-engine	["'twin", "'en", "gine"]
company-wide	["'com", "pa", "ny", "wide"]
schlep	["'schlep"]
torah	["'to", "rah"]
harpy	["'har", "py"]
fireproof	["'fire", "proof"]
distend	["di", "'stend"]
videographer	["vid", "e", "'og", "ra", "pher"]
penumbra	["pe", "'num", "bra"]
prefect	["'pre", "fect"]
anti-imperialist	["an", "ti", "im", "'peer", "i", "al", "ist"]
sanitarium	["san", "i", "'tar", "i", "um"]
limpid	["'lim", "pid"]
high-impact	["'high", "'im", "pact"]
well-maintained	["well", "main", "'tained"]
off-camera	["'off", "'cam", "er", "a"]
single-mindedness	["'sin", "gle", "'min", "ded", "ness"]
pulverized	["'pul", "ver", "ized"]
ping-pong	["'ping", "pong"]
sprocket	["'sprock", "et"]
moonscape	["'moon", "scape"]
untracked	["un", "'tracked"]
university-based	["u", "ni", "'ver", "si", "ty", "based"]
apparatchik	["ap", "pa", "'rat", "chik"]
lecherous	["'lech", "er", "ous"]
dissociative	["dis", "'so", "ci", "a", "tive"]
conk	["'conk"]
papier-mache	["'pa", "per", "ma", "'shay"]
stress-free	["'stress", "free"]
vacantly	["'va", "cant", "ly"]
rededicate	["re", "'ded", "i", "cate"]
sanitarian	["san", "i", "'tar", "i", "an"]
sandpiper	["'sand", "pi", "per"]
abrogation	["ab", "ro", "'ga", "shun"]
barbarity	["bar", "'bar", "i", "ty"]
actin	["'ac", "tin"]
vulva	["'vul", "va"]
boogie	["'boo", "gie"]
speedway	["'speed", "way"]
nightspot	["'night", "spot"]
inoffensive	["in", "of", "'fen", "sive"]
cable-tv	["'ca", "ble", "tv"]
drug-addicted	["'drug", "ad", "'dict", "ed"]
obit	["'o", "bit"]
hollowness	["'hol", "low", "ness"]
flasher	["'flash", "er"]
verbiage	["'ver", "bi", "age"]
participative	["par", "'tis", "i", "pa", "tive"]
kinematic	["kin", "e", "'mat", "ic"]
locker-room	["'lock", "er", "room"]
fresh-baked	["'fresh", "baked"]
pursed	["'pursed"]
curly-haired	["'cur", "ly", "haired"]
chaperon	["'shap", "er", "on"]
airplay	["'air", "play"]
intensive-care	["in", "'ten", "sive", "care"]
solarium	["so", "'lar", "i", "um"]
unclench	["un", "'clench"]
simpleton	["'sim", "ple", "ton"]
monosyllabic	["mon", "o", "sy", "'lab", "ic"]
embolism	["'em", "bo", "lism"]
non-physical	["non", "'phys", "i", "cal"]
non-destructive	["non", "de", "'struc", "tive"]
turgid	["'tur", "gid"]
high-achieving	["'high", "a", "'chiev", "ing"]
intertidal	["in", "ter", "'ti", "dal"]
pan-fried	["'pan", "fried"]
pursuing	["pur", "'su", "ing"]
amerindian	["a", "mer", "'in", "di", "an"]
zip-top	["'zip", "top"]
mid-sixties	["'mid", "'six", "ties"]
stringed	["'stringed"]
easternmost	["'eas", "tern", "most"]
cast-off	["'cast", "off"]
convective	["con", "'vec", "tive"]
set-aside	["'set", "a", "side"]
readmit	["re", "ad", "'mit"]
sty	["'sty"]
astral	["'as", "tral"]
wanly	["'wan", "ly"]
idiomatic	["id", "i", "o", "'mat", "ic"]
dickensian	["di", "'ken", "zi", "an"]
wanderlust	["'wan", "der", "lust"]
esthetics	["es", "'thet", "ics"]
noggin	["'nog", "gin"]
shallowness	["'shal", "low", "ness"]
radiative	["'ra", "di", "a", "tive"]
three-tiered	["'three", "tiered"]
galilean	["gal", "i", "'le", "an"]
half-asleep	["'half", "a", "'sleep"]
inactivation	["in", "ac", "ti", "'va", "shun"]
political-economic	["po", "'lit", "i", "cal", "ec", "o", "'nom", "ic"]
homing	["'hom", "ing"]
diachronic	["di", "a", "'chron", "ic"]
plough	["'plough"]
crinkly	["'crink", "ly"]
bone-marrow	["'bone", "mar", "row"]
snowbound	["'snow", "bound"]
kipper	["'kip", "per"]
batty	["'bat", "ty"]
conditionality	["con", "di", "shun", "'al", "i", "ty"]
ramrod	["'ram", "rod"]
vac	["'vac"]
ever-widening	["'ev", "er", "'wid", "en", "ing"]
obsequious	["ob", "'se", "qui", "ous"]
long-overdue	["'long", "o", "ver", "'due"]
aloneness	["a", "'lone", "ness"]
triune	["'tri", "une"]
creamery	["'crea", "mer", "y"]
oleander	["o", "le", "'an", "der"]
slushy	["'slush", "y"]
youngish	["'young", "ish"]
noblesse	["no", "'blesse"]
clamshell	["'clam", "shell"]
calibrated	["'cal", "i", "brat", "ed"]
sociality	["so", "shi", "'al", "i", "ty"]
jauntily	["'jaun", "ti", "ly"]
free-spirited	["'free", "'spir", "it", "ed"]
pervasively	["per", "'va", "sive", "ly"]
underplay	["un", "der", "'play"]
decrement	["'dec", "re", "ment"]
co-dependent	["co", "de", "'pen", "dent"]
varnished	["'var", "nished"]
doughy	["'dough", "y"]
misdiagnosis	["mis", "di", "ag", "'no", "sis"]
waist-deep	["'waist", "deep"]
pitiable	["'pit", "i", "a", "ble"]
unexceptional	["un", "ex", "'cep", "shun", "al"]
purvey	["pur", "'vey"]
dado	["'da", "do"]
reification	["re", "i", "fi", "'ca", "shun"]
death-penalty	["'death", "'pen", "al", "ty"]
sawtooth	["'saw", "tooth"]
kiddy	["'kid", "dy"]
salvia	["'sal", "vi", "a"]
early-warning	["'ear", "ly", "'warn", "ing"]
telephony	["te", "'lef", "o", "ny"]
erythema	["er", "i", "'the", "ma"]
magnanimity	["mag", "na", "'nim", "i", "ty"]
grammatically	["gra", "'mat", "i", "cal", "ly"]
foreskin	["'fore", "skin"]
contributory	["con", "'trib", "u", "tor", "y"]
phosphor	["'phos", "phor"]
marzipan	["'mar", "zi", "pan"]
hora	["'ho", "ra"]
longshot	["'long", "shot"]
passel	["'pas", "sel"]
discolored	["dis", "'col", "ored"]
clubby	["'club", "by"]
morning-after	["'mor", "ning", "'af", "ter"]
calloused	["'cal", "loused"]
two-level	["'two", "'lev", "el"]
cellmate	["'cell", "mate"]
hospital-based	["'hos", "pi", "tal", "based"]
snapdragon	["'snap", "drag", "on"]
long-sought	["'long", "sought"]
turbid	["'tur", "bid"]
feminize	["'fem", "i", "nize"]
boilerplate	["'boi", "ler", "plate"]
mid-eighties	["'mid", "'eight", "ies"]
mudflat	["'mud", "flat"]
cryptically	["'crip", "ti", "cal", "ly"]
unidimensional	["u", "ni", "di", "'men", "shun", "al"]
intrauterine	["in", "tra", "'u", "ter", "ine"]
peon	["'pe", "on"]
rummy	["'rum", "my"]
deprave	["de", "'prave"]
thirty-year	["'thir", "ty", "year"]
logon	["'log", "on"]
particularism	["par", "tic", "u", "'lar", "ism"]
zinger	["'zin", "ger"]
overflight	["'o", "ver", "flight"]
mealy	["'mea", "ly"]
moravian	["mo", "'ra", "vi", "an"]
fenced-in	["'fenced", "in"]
glancing	["'glan", "cing"]
epidural	["ep", "i", "'dur", "al"]
pirated	["'pi", "rat", "ed"]
arms-control	["'arms", "con", "trol"]
deficit-reduction	["'def", "i", "sit", "re", "'duc", "tion"]
phew	["'phew"]
blitzkrieg	["'blitz", "krieg"]
shielded	["'shiel", "ded"]
slavish	["'sla", "vish"]
most-watched	["'most", "watched"]
protozoan	["pro", "to", "'zo", "an"]
punchy	["'pun", "chy"]
helmeted	["'hel", "met", "ed"]
stockpot	["'stock", "pot"]
write-up	["'write", "up"]
stabilized	["'sta", "bi", "lized"]
disfavor	["dis", "'fa", "vor"]
three-member	["'three", "'mem", "ber"]
zit	["'zit"]
volumetric	["vol", "u", "'met", "ric"]
electrolysis	["e", "lec", "'trol", "i", "sis"]
daiquiri	["'dai", "qui", "ri"]
troubleshooter	["'trou", "ble", "shoot", "er"]
twit	["'twit"]
organizationally	["or", "gan", "i", "za", "'tion", "al", "ly"]
well-used	["'well", "used"]
inopportune	["in", "op", "por", "'tune"]
exhibitionist	["ex", "hi", "bi", "'shun", "ist"]
vexation	["vex", "'a", "shun"]
differentiating	["dif", "fer", "en", "shi", "'a", "ting"]
racecar	["'race", "car"]
unashamedly	["un", "a", "'sha", "med", "ly"]
fallibility	["fal", "li", "'bil", "i", "ty"]
neighborly	["'neigh", "bor", "ly"]
tenure-track	["'ten", "ure", "track"]
sassafras	["'sas", "sa", "fras"]
rheumatism	["'ru", "ma", "tism"]
existentialism	["ex", "is", "ten", "'shal", "ism"]
olympiad	["o", "'lim", "pi", "ad"]
stapler	["'sta", "pler"]
concert-goer	["'con", "cert", "go", "er"]
tie-dyed	["'tie", "dyed"]
exhibitionism	["ex", "hi", "bi", "'shun", "ism"]
groundcover	["'ground", "cov", "er"]
seasonality	["sea", "son", "'al", "i", "ty"]
druggist	["'drug", "gist"]
globe-trotting	["'globe", "trot", "ting"]
business-as-usual	["'bus", "i", "ness", "as", "'u", "zhu", "al"]
retrench	["re", "'trench"]
caboose	["ca", "'boose"]
staphylococcus	["staf", "i", "lo", "'coc", "cus"]
much-publicized	["much", "'pub", "li", "sized"]
menswear	["'mens", "wear"]
high-top	["'high", "top"]
dueling	["'du", "el", "ing"]
synoptic	["si", "'nop", "tic"]
depoliticize	["de", "po", "'lit", "i", "cize"]
talkie	["'tal", "kie"]
branding	["'bran", "ding"]
east-central	["'east", "'cen", "tral"]
co-captain	["co", "'cap", "tain"]
conventioneer	["con", "ven", "tion", "'eer"]
self-satisfaction	["self", "sat", "is", "'fac", "shun"]
public-service	["'pub", "lic", "'ser", "vice"]
rounding	["'round", "ing"]
foreign-owned	["'for", "eign", "owned"]
looseness	["'loose", "ness"]
discotheque	["'dis", "co", "tek"]
all-nighter	["'all", "'nigh", "ter"]
worksite	["'work", "site"]
speciation	["spe", "ci", "'a", "shun"]
ankle-deep	["'an", "kle", "deep"]
subsidence	["sub", "'sid", "ence"]
parsimony	["'par", "si", "mo", "ny"]
airpower	["'air", "pow", "er"]
conceited	["con", "'ceit", "ed"]
insouciance	["in", "'soo", "si", "ance"]
mastiff	["'mas", "tiff"]
pubescent	["pu", "'bes", "cent"]
stigmata	["stig", "'ma", "ta"]
inbred	["'in", "bred"]
hopscotch	["'hop", "scotch"]
pre-adolescent	["pre", "ad", "o", "'les", "cent"]
three-car	["'three", "car"]
functionalist	["'func", "tion", "al", "ist"]
pantheism	["'pan", "the", "ism"]
miscue	["mis", "'cue"]
peeper	["'peep", "er"]
such-and-such	["'such", "and", "'such"]
unclothed	["un", "'clothed"]
decommissioning	["de", "com", "'mi", "shun", "ing"]
mid-20th	["'mid", "twen", "ti", "eth"]
frumpy	["'frum", "py"]
periodontal	["per", "i", "o", "'don", "tal"]
moronic	["mo", "'ron", "ic"]
operable	["'op", "er", "a", "ble"]
clef	["'clef"]
diverging	["di", "'ver", "ging"]
depersonalization	["de", "per", "son", "al", "i", "'za", "shun"]
five-pound	["'five", "pound"]
bedroll	["'bed", "roll"]
bookworm	["'book", "worm"]
nametag	["'name", "tag"]
all-news	["'all", "news"]
natural-born	["'nat", "u", "ral", "born"]
brights	["'brights"]
ten-thirty	["'ten", "'thir", "ty"]
prognostic	["prog", "'nos", "tic"]
banknote	["'bank", "note"]
slipstream	["'slip", "stream"]
fount	["'fount"]
hadron	["'had", "ron"]
four-speed	["'four", "speed"]
nonagricultural	["non", "ag", "ri", "'cul", "tur", "al"]
pentecostalism	["pen", "te", "'cos", "tal", "ism"]
questioningly	["'ques", "tion", "ing", "ly"]
overdrawn	["o", "ver", "'drawn"]
hand-woven	["'hand", "wo", "ven"]
waterside	["'wa", "ter", "side"]
resonator	["'res", "o", "na", "tor"]
bafflement	["'baf", "fle", "ment"]
stuntman	["'stunt", "man"]
seven-time	["'sev", "en", "time"]
biome	["'bi", "ome"]
plexiglass	["'plex", "i", "glass"]
evangelistic	["e", "van", "ge", "'lis", "tic"]
high-spirited	["'high", "'spir", "it", "ed"]
employer-sponsored	["em", "'ploy", "er", "'spon", "sored"]
puritanism	["'pu", "ri", "tan", "ism"]
time-saving	["'time", "sav", "ing"]
stonewall	["'stone", "wall"]
refreshed	["re", "'freshed"]
shortcake	["'short", "cake"]
confederacy	["con", "'fed", "er", "a", "cy"]
ophthalmology	["op", "thal", "'mol", "o", "gy"]
pidgin	["'pid", "gin"]
futurism	["'fu", "tur", "ism"]
name-brand	["'name", "brand"]
harvested	["'har", "vest", "ed"]
gravedigger	["'grave", "dig", "ger"]
voraciously	["vo", "'ra", "cious", "ly"]
paediatric	["pe", "di", "'at", "ric"]
disapprovingly	["dis", "ap", "'proov", "ing", "ly"]
stepper	["'step", "per"]
disequilibrium	["dis", "e", "qui", "li", "'bri", "um"]
cunningly	["'cun", "ning", "ly"]
dispirit	["dis", "'pir", "it"]
ready-to-wear	["'red", "y", "to", "wear"]
blasting	["'blast", "ing"]
enthralling	["en", "'thral", "ling"]
hacksaw	["'hack", "saw"]
mapmaker	["'map", "mak", "er"]
misogynistic	["mi", "so", "ji", "'nis", "tic"]
tax-paying	["'tax", "pay", "ing"]
director-general	["di", "'rec", "tor", "'jen", "er", "al"]
follow-on	["'fol", "low", "on"]
dispirited	["dis", "'pir", "it", "ed"]
chiaroscuro	["chi", "a", "ro", "'scu", "ro"]
bunion	["'bun", "yon"]
butchery	["'butch", "er", "y"]
reinsert	["re", "in", "'sert"]
explained	["ex", "'plained"]
taxidermist	["'tax", "i", "der", "mist"]
aggregated	["'ag", "gre", "gat", "ed"]
illusionist	["i", "'lu", "zhun", "ist"]
exegetical	["ex", "e", "'jet", "i", "cal"]
on-demand	["on", "de", "'mand"]
putsch	["'putsch"]
shuddering	["'shud", "der", "ing"]
registrant	["'rej", "is", "trant"]
smaller-scale	["'smal", "ler", "scale"]
immunologist	["im", "mu", "'nol", "o", "gist"]
decontaminate	["de", "con", "'tam", "i", "nate"]
iodide	["'i", "o", "dide"]
unmotivated	["un", "'mo", "ti", "vat", "ed"]
testily	["'tes", "ti", "ly"]
numbering	["'num", "ber", "ing"]
zodiac	["'zo", "di", "ac"]
unburned	["un", "'burned"]
idiopathic	["id", "i", "o", "'path", "ic"]
titled	["'ti", "tled"]
discrepant	["dis", "'crep", "ant"]
abbess	["'ab", "bess"]
fixedly	["'fix", "ed", "ly"]
parochialism	["pa", "'ro", "ki", "al", "ism"]
bric-a-brac	["'bric", "a", "brac"]
mid-1920s	["'mid", "nine", "teen", "'twen", "ties"]
fistula	["'fis", "tu", "la"]
scavenging	["'scav", "en", "ging"]
weatherproof	["'weath", "er", "proof"]
frontcourt	["'front", "court"]
aeronautics	["a", "er", "o", "'nau", "tics"]
top-end	["'top", "end"]
syllogism	["'sil", "o", "jism"]
bulimic	["bu", "'lim", "ic"]
sino-american	["'si", "no", "a", "'mer", "i", "can"]
javanese	["jav", "a", "'nese"]
time-worn	["'time", "worn"]
insularity	["in", "su", "'lar", "i", "ty"]
chicanery	["chi", "'cane", "er", "y"]
inculturation	["in", "cul", "tur", "'a", "shun"]
borscht	["'borscht"]
hottie	["'hot", "tie"]
smuggled	["'smug", "gled"]
demoralized	["de", "'mor", "al", "ized"]
